,id,model,price,kilometer,registration_date,condition,zip_code,text,place
253,1160427193,Cabrio,21.50 €,133,1995,UnbeschädigtesFahrzeug,94209,"                    Ich biete hier ein Saisonfahrzeug (05.bis 10. Mt.) angemeldet. Exterieur : Innen und Außenspiegel automatisch abblendbar , Windshott , Automatik Getriebe , Servolenkung , Sitze elektrisch , Leder dunkelgrau,4original MB Felgen zusätzlich , Wurzelholz Ausstattung , Tüv neu , Fahrzeugfarbe Anthrazit dunkel , Fahrzeug ist in einem technisch und optischen Bestzustand . Fahrzeug natürlich unfallfrei.Cabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 2199 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 4Schadstoffklasse: Euro3Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 6/2021Farbe: --Farbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Alarmanlage, Armlehne, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Lederlenkrad, Leichtmetallfelgen, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Scheckheftgepflegt, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Sommerreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94209 RegenDeutschlandWeitere Informationen bei",94209Bayern-Regen
254,1168810041,Limousine,3.90 €,102,2001,UnbeschädigtesFahrzeug,94137,"                    Sehr gepflegtes Nichtraucherfahrzeug.Innenraum hat Jahreswagenniveau.Wenig Km.Orthopädischer Fahrersitz.LimousineGebrauchtfahrzeugUnfallfreiHubraum: 3199 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro3Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 3HU: 5/2020Farbe: Silber MetallicFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Leichtmetallfelgen, Multifunktionslenkrad, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Schiebedach, Servolenkung, Tempomat, Tuner/Radio, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94137 BayerbachDeutschlandTel.: +49 177 3507960Weitere Informationen bei",94137Bayern-Bayerbach
255,1076434974,Kombi,777 €,321,2000,UnbeschädigtesFahrzeug,Hilzs,"                    Sonderausstattung:Leseleuchten im Fond, Metallic-Lackierung, Parktronic-System PTS (vorn und hinten), Sitzheizung vornWeitere Ausstattung:3. Bremsleuchte, Airbag Fahrer-/Beifahrerseite, Außenspiegel asphärisch, links, Außenspiegel elektr. verstell- und heizbar, beide, Außentemperaturanzeige, Dachreling, Design- und Ausstattungslinie Elegance, Fensterheber elektrisch vorn + hinten, Generator 115 A, Gepäckraumabdeckung / Rollo, Karosserie: 5-türig, Kopf-Airbag-System (Windowbag), Kopfstützen hinten (3-fach), Lenkrad (390 mm), Motor 2,2 Ltr. - 105 kW CDI KAT, Niveauregulierung, Oxydationskatalysator (Diesel), Scheibenwaschanlage beheizt, Seitenairbag (Sidebag) vorn, Sitz vorn links höhenverstellbar, Sitz vorn rechts höhenverstellbar, Wärmeschutzverglasung / vorn: Bandfilter / hinten: ESGKombiGebrauchtfahrzeugHubraum: 2148 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 7Schadstoffklasse: --Umweltplakette: --Anzahl der Fahrzeughalter: --HU: --Farbe: Silber MetallicFarbe (Hersteller): brillantsilber metallicInnenausstattung: --Farbe der Innenausstattung: --Airbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung abnehmbarRadio: Tuner/RadioAusstattungDachreling, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Regensensor, Sitzheizung, ZentralverriegelungWeitere Informationen bei","Hilzstraße28b,94469Bayern-Deggendorf"
256,1173816248,Limousine,1.24 €,300.6,1994,UnbeschädigtesFahrzeug,Eggen,"                    Interne Fahrzeugnr.: 3484Filiale:Auto Hirsch GmbH in Arnstorf (PLZ 94424)- Tel.: +49 8723 1018Interieur- 580 KlimaanlageSicherheit- 885 Schließanlage mit anerkannter Wegfahrsperre- 291 Airbag Fahrer-/Beifahrerseite- 591 Wärmed. Glas rundum, Heckscheibe ESGWeiteres- 620 Abgasreinigungsanlage- 866 ZV mit Infrarot FB- zur Restauration oder Teileträger- diverse Rostansätze gesamte Karosserie- im Kundenauftrag keine Gewährleistung - Keine Garantie - Keine Finanzierung- Zwischenverkauf und Irrtum vorbehaltenpowered by two SLimousineOldtimerHubraum: 1998 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: --Umweltplakette: --Anzahl der Fahrzeughalter: --HU: 6/2019Farbe: Blau MetallicFarbe (Hersteller): Blauschwarzmet.Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front-AirbagsAnhängerkupplung: --Radio: Tuner/RadioPannenhilfe: NotradAusstattungABS, CD-Spieler, E10-geeignet, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Nebelscheinwerfer, Servolenkung, Sommerreifen, ZentralverriegelungWeitere Informationen bei","EggenfeldenerStr.46,94424Bayern-Arnstorf"
257,1169511624,Kombi,4.99 €,276,2001,UnbeschädigtesFahrzeug,93491,"                    Bitte keine Händler und Exportanfragen: Der Wagen ist zu schade um in Rumänien oder Bulgarien verramscht zu werden!Der Wagen hat wie die meisten Modelle dieser Baureihe ein wenig Rost. Viel davon wurde bereits entfernt. Ein wenig sollte er auf der rechten Seite noch verlieren. Die Linke Seite ist schon fast frei davon.Vor zwei Monaten wurden von einer Fachwerkstatt die folgenden Reparaturen oder Einbauarbeiten durchgeführt.AHK abnehmbar neu, wurde eingebautDiverse Rostlöcher wurden entfernt und neu verschweisst. Für neuen TÜVEin neues Lenkgetriebe wurde eingebaut.Die Federn vorne wurden getauscht.Eine neue Batterie wurde eingebaut.Der Unterboden wurde konserviertDie Bremsleitungen aufbereitet und neu eingefettet.Ölwechsel wurde 2x im Jahr gemacht.Ich bin der 2. Halter, mir sind keine Unfälle bekannt.Ausstattung:- Satz Sommerreifen auf Alu- Satz Winterreifen auf Stahl- Klimaautomatik- PDC vorne und hinten- Multifunktionslenkrad- Regensensor- Tempomat- vorne elektrische Sitze mit Memoryfunktion- Gepäcknetz- elektrische Fenster- Sitzheizung vorne- Automatikgetriebe- Anhängerkupplung abnehmbar- Schiebedach- Parkhilfe Sensoren- Kühlfach (Mittelarmablage)- Kindersitzerhöhung hinten 2 Mal- Rücksitze UmklappbarAusstattungABS, Alarmanlage, Ambiente-Beleuchtung LED, Armlehne, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Gepäckraumabtrennung, Geschwindigkeitsbegrenzer, Lederlenkrad, Leichtmetallfelgen, Multifunktionslenkrad, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Schiebedach, Zentralverriegelung, Servolenkung, Sitzheizung, Sommerreifen, Winterreifen.Der Wagen fährt sich super, ist absolut zuverlässig und bietet Platz ohne Ende. Wer ihn ganz vom Rost befreien will, muss den hinteren rechten Kotflügel und ein paar kleine Stellen rechts entrosten, konservieren und schon glänzt das Raum wunder in neuem Glanz.Der Wagen ist gebraucht und hat die eine oder andere Macke, an die man sich gewöhnen kann. Verbrauch ist sehr sparsam. ca. 5,8 - 6,3L auf 100 km.Da ich jetzt noch einen Wagen geerbt habe, wird der Platz in der Garage eng, deshalb wird er angeboten.Sommer und Winterreifen sind auf Felgen dabei; also 8-fach bereift.Preis ist VerhandlungssacheDer Wagen ist angemeldet und es wird damit gefahren.Für Fragen stehe ich gerne zur Verfügung.Wegen Privatverkauf keine Garantie, Gewährleistung, Sachmängelhaftung oder Rücknahme.",93491Bayern-Stamsried
258,1172773413,Limousine,7.25 €,246,2002,UnbeschädigtesFahrzeug,94424,"                    TÜV neu..Motor und getriebe in top zustandEs wurden neu ausgetauschtBremsen virne komplett mit bremsschläucheBremsbacken hintenUnd die querlenker .LimousineGebrauchtfahrzeugHubraum: 4966 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: --HU: 7/2019Farbe: Blau MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: BeigeAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Bordcomputer, ESP, Elektr. Fensterheber, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Regensensor, Servolenkung, Tempomat, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94424 ArnstorfDeutschlandTel.: +49 0174 2622069Weitere Informationen bei",94424Bayern-Arnstorf
259,930642729,Kombi,9.60 €,318.584,2011,UnbeschädigtesFahrzeug,AmKre,"                    Sonderausstattung:Audio-Navigationssystem: Autopilot-System APS COMAND, Metallic-Lackierung, Reserverad als Notrad, Vorrüstung Mobiltelefon/Handy / Komfort-Telefonie / LTE-fähigWeitere Ausstattung:Adaptives Bremslicht, Airbag Fahrer-/Beifahrerseite, Aktive Motorhaube, Antriebs-Schlupfregelung (ASR), Antriebsart: Allradantrieb, Außenspiegel elektr. verstell- und heizbar, beide, Außenspiegel Wagenfarbe, Außentemperaturanzeige, Ausstattung BlueEfficiency, AUX-IN-Anschluss (AUX-IN) im Handschuhfach, Beckenairbag vorn (Pelvisbag), Blinkleuchte in Außenspiegel integriert, Bremsassistent, Design- und Ausstattungslinie Avantgarde, Drehzahlmesser, Einschaltautomatik für Fahrlicht, Einstiegschienen (Edelstahl), Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor), Fahrassistenz-System: Berganfahrhilfe, Fensterheber elektrisch vorn + hinten, Gepäcknetz im Koffer-/Laderaum, Gepäckraumabdeckung / Rollo, Handschuhfach mit Kühlfunktion, Heckklappe mit automatischem Öffnungs- und Schließsystem, Heckleuchten LED, Isofix-Aufnahmen für Kindersitz an Rücksitz, Karosserie: 5-türig, Klimaautomatik (Thermatic), Knieairbag Fahrerseite, Kopf-Airbag-System (Windowbag), Kopfstützen vorn NECK-PRO, Kraftstofftank: vergrößert, Lenkrad (Leder Nappa), Lenkrad mit Schaltwippen/-tasten, Lenksäule (Lenkrad) mechan. verstellbar, Mittelarmlehne hinten mit Fach, Mittelarmlehne vorn mit Fach, Motor 3,0 Ltr. - 195 kW CDI KAT, Niveauregulierung, PRE-SAFE-System, Reifen-Reparaturset (Tirefit), Reifendruckwarner, Reiserechner, Rücksitze klappbar 1/3-2/3 mit Durchladeeinrichtung und Lastenverankerung, Schadstoffarm nach Abgasnorm Euro 5, Schalt-/Wählhebelgriff Leder Nappa, Scheibenwischer mit Regensensor, Seitenairbag (Sidebag) vorn, Sitze vorn elektr. verstellbar, Stau-/Ablagefach unter Laderaumboden, Steckdose (12V-Anschluß) im Koffer-/Laderaum, Tempomat mit Bremseingriff (Speedtronic), WärmeschutzverglasungKombiGebrauchtfahrzeugHubraum: 2987 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: --Umweltplakette: --Anzahl der Fahrzeughalter: --HU: --Farbe: Blau MetallicFarbe (Hersteller): TANSANITBLAU - METALLICLACKInnenausstattung: --Farbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --AusstattungABS, Allradantrieb, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Isofix, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Partikelfilter, Regensensor, Servolenkung, ZentralverriegelungWeitere Informationen bei","AmKreisel7,94116Bayern-Hutthurm"
260,1151027529,Cabrio,12.50 €,200,1996,UnbeschädigtesFahrzeug,Weilb,"                    schoenes  124 Cabrio el.hydr.Verdeck  guter Zustand  stoff Karo  HSN 0708 TSN 473el.FH  4fach, Sitzheitzung li re., orig. ALuWindschott,Lederlenkrad,4Sitzer Cabrio  bei guter Pflege sicher ohne wertverlust  evtl.Wersteigerung  und SpassCabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 1998 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 4Schadstoffklasse: Euro2Umweltplakette: --Anzahl der Fahrzeughalter: 2HU: NeuFarbe: Grau MetallicFarbe (Hersteller): onyxgraumetInnenausstattung: --Farbe der Innenausstattung: --Airbags: Front-AirbagsAnhängerkupplung: --AusstattungABS, Elektr. Fensterheber, Elektr. Wegfahrsperre, Servolenkung, ZentralverriegelungWeitere Informationen bei","Weilbergstr.14,84307Bayern-Eggenfelden"
261,1130406049,Limousine,4.25 €,197,2005,UnbeschädigtesFahrzeug,84180,"                    Verkaufe hier einen schönen Mercedes Benz E280. Wie man den Bildern entnehmen kann ist der wagen in einem guten gebrauchten Zustand. Natürlich sind hier und da kleinere Mängel im Lack vorhanden das denke ich ist aber auch normal in dem Alter. bei Fragen stehe ich gern zur VerfügungLimousineGebrauchtfahrzeugUnfallfreiHubraum: 2996 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: 3HU: 8/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Bluetooth, Bordcomputer, CD-Spieler, E10-geeignet, ESP, Einparkhilfe, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Schiebedach, Servolenkung, Sitzheizung, Tempomat, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84180 LoichingDeutschlandTel.: +49 151 27501956Weitere Informationen bei",84180Bayern-Loiching
262,1168750942,Limousine,24.80 €,95,2015,2,94469,"                    Verkaufe aus gesundheitlichen Gründen meinen geliebten Mercedes Benz E220 CDI. Fahrzeug extrem sparsam, hat mich nie im Stich gelassen, 90% der km wurden auf der Autobahn gefahren, also nur Langstrecke. Bei Verkauf mache ich noch neuen TÜV!! Vorne rechts kleiner Parkrempler von Fachwerkstatt instandgesetzt. Winterreifen auf Aluminiumfelgen vorhanden.Rentner- und Garagenfahrzeug. Auto ist noch angemeldet, kann also Probe gefahren werden.Bei Fragen können Sie mich gerne unter 0151 20973288 anrufen.",94469Bayern-Deggendorf
263,1165219422,Limousine,16.90 €,55,2003,UnbeschädigtesFahrzeug,94032,                    • TOP ZUSTAND •Verkaufe mein Mercedes-Benz E55 AMG Brabus in Top Zustand.Das Auto verfügt viele Extras wie:• Memory Sitze• Sitzheizung• Schiebedach• elektrische Lenkradverstellung• 19 AMG Performance Felgen mit neue Sommerreifen• Orthopäde Sitze• Luftfahrwerk und und und...Frisch Landesregierung überprüft und Einzelgenehmigt.Ankaufstest oder auch weitere Testen gerne nach Absprache möglich.Für weitere Fragen können Sie mich gerne jederzeit anrufen.Auto ist in ÖsterreichPreis NUR VOR ORT Verhandelbar !!,94032Kr.Passau-Passau
264,1140932542,Limousine,13.00 €,140,2009,UnbeschädigtesFahrzeug,84347,"                    Mercedes Benz E200 CGILimousineAuto im guten Zustand, ab sofort verfügbar.Tel: 015118777821",84347Bayern-Pfarrkirchen
265,1148582069,Limousine,8.50 €,92.861,2009,BeschädigtesFahrzeug,94405,"                    Zum Verkauf steht ein Mercedes Benz 220CDI E-Klasse mit einem Automatik GetriebeDas Fahrzeug ist abgesehen von dem Unfall in einen idealen technischen und optischen Zustand.Der Mercedes hat jetzt 92621km ist immer Scheckheft gepflegt. Die HU/AU ist bis 10/2019Ausstattung: Automatik Getriebe, Navigationssystem, Klimaautomatik, Tempomat, Freisprecheinrichtung Bluetooth Komfort-Telefonie PARKTRONIC inkl. ParkführungMultifuktionslenkrad, elektrische Fensterheber, Anhängerkupplung abnehmbar,Sitzheizung, MP3 Radio und PDC vorne und hinten.Fahrzeug wurde im Heckbereich beschädigt hierbei wurden Heckklappe, Stoßstange, Rücklicht und die linke Seitenwand beschädigt.Bei Fragen könnt Ihr euch gern melden telefonisch melden!Bitte nur ernst gemeinte Angebote und Anfragen! Irrtümer und inzwischen Verkauf vorbehalten!",94405Bayern-LandauadIsar
266,1170631719,Limousine,31.50 €,96,2015,UnbeschädigtesFahrzeug,94527,"                    Verkaufe hier unseren schönen Mercedes Benz E 220 top gepflegt und technisch wie optisch in sehr guten ZustandDas Fahrzeug ist noch Angemeldet und wird bis zum Verkauf gelegentlich gefahren!Es handelt sich um ein GaragenfahrzeugBesichtigung sowie Probefahrt ist nach Termin Vereinbarung jeder Zeit möglich!Einsteigen und losfahren und den Komfort dieses Autos genießenBei Fragen stehe ich Ihnen gerne unter der angegebenen Rufnummer zur Verfügung!LimousineGebrauchtfahrzeugUnfallfreiHubraum: 2143 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 3/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: TeillederFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: Anhängerkupplung schwenkbarRadio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtKurvenlicht (Art): KurvenlichtPannenhilfe: PannenkitAusstattungABS, Alarmanlage, Armlehne, Beheizbare Frontscheibe, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Müdigkeitswarner, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Standheizung, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Traktionskontrolle, Tuner/Radio, USB, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94527 AholmingDeutschland1. Tel.-Nr.: +49 0170 22851372. Tel.-Nr.: +49 9931 8913453Weitere Informationen bei",94527Bayern-Aholming
267,1170432891,Kombi,11.00 €,300,2012,UnbeschädigtesFahrzeug,Kühbe,                    Zum Verkauf steht eine E Klasse 220 T Modell in einer wunderschönen Farbkombination.Avantgarde Ausstattung dementsprechend einiges an Sonderausstattung.Wie zb.Xenon LEDAhk ElektrischNaviSchwarzer dach HimmelElektrische Heckklappe4Zonen KlimaPark AssistentKollisionswarnerSpiegel automatisch einklapp/ablendbarGlas getöntEtc..Fahrzeug ist angemeldet und kann gerne begutachtet und probegefahren werden.Bei weiteren Fragen gerne anrufen.,"Kühberg22,93413Bayern-Cham"
268,1164651244,Limousine,4.50 €,440,2009,4,Haupt,"                    Sonderausstattung:Ascher anstelle Ablagefach, Audio-Navigationssystem: Autopilot-System APS COMAND, Fußmatten Gummi, Isofix-Aufnahmen für Kindersitz an Rücksitz, Kindersitz integriert, Lenkrad (Holz Wurzelnuss / Leder), Multikontursitz / Multikonturlehne vorn links, Parktronic-System PTS (vorn und hinten), Reserverad als Notrad, Rücksitze klappbar 1/3-2/3 mit Durchladeeinrichtung und Lastenverankerung, Scheibenwaschanlage beheizt, Schiebe-/Hebedach elektrisch (Glas), Sitzbezug / Polsterung: Leder, Sitzheizung vorn, Taxiausstattung: Dachzeichenanschluss Taxi, Taxiausstattung: Funkantenne Dach, Taxiausstattung: Halter für Funkgerät, Taxiausstattung: Taxameter im Innenspiegel integriert, Taxiausstattung: Vorrüstung Funk-Freisprechanlage, TV-Tuner, analog und digitalWeitere Ausstattung:Adaptives Bremslicht, Airbag Fahrer-/Beifahrerseite, Außenspiegel elektr. verstell- und heizbar, beide, Außentemperaturanzeige, Bremsassistent, Design- und Ausstattungslinie Elegance, Drehzahlmesser, Einschaltautomatik für Fahrlicht, Fensterheber elektrisch vorn + hinten, Karosserie: 4-türig, Klimaautomatik (Thermatic), Kopf-Airbag-System (Windowbag), Lenkrad mit Multifunktion, Lenksäule (Lenkrad) mechan. verstellbar, LM-Felgen, Mittelarmlehne hinten mit Fach, Motor 2,2 Ltr. - 100 kW CDI KAT, Nebelschlussleuchte, Reifendruckwarner, Reiserechner, Seitenairbag (Sidebag) vorn, Sitz vorn rechts elektr. verstellbar, Tempomat mit Bremseingriff (Speedtronic), Wärmeschutzverglasung / vorn: Bandfilter / hinten: ESGLimousineGebrauchtfahrzeugUnfallfreiHubraum: 2148 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: 04/2001Farbe: Gelb MetallicFarbe (Hersteller): HELLELFENBEIN - UNILACKInnenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Alarmanlage, Armlehne, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Isofix, Leichtmetallfelgen, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Partikelfilter, Regensensor, Scheckheftgepflegt, Schiebedach, Servolenkung, Sitzheizung, , Winterreifen, Zentralverriegelung","Hauptstr.,92436Bayern-Bruck"
269,1150211638,Limousine,1.68 €,104,1999,1(Keine),94121,                    Cockpit in Hochglanzholzoptik Kein TÜV,94121Bayern-Salzweg
270,1157822975,Kombi,3.65 €,331.175,2005,UnbeschädigtesFahrzeug,94501,"                    SPAREN MIT GASANLAGEVerkaufe wegen Anschaffung Neuwagen meinen E320 T Elegance mit Prins Gasanlage. Original engebaut in Mercedes Fachwerkstatt bei 60tsd. km. Sie läuft bis heute ohne jede Komplikation und hat mir viel Geld gespart. Auto ist noch täglich in Betrieb. Meist auf Langstrecke. TÜV fällig 09/2019. Gebrauchsspuren gering für die hohen KM Leistung.Bitte Termin für Probefahrt und Besichtigung per Mail avisieren.KombiGebrauchtfahrzeugUnfallfreiHubraum: 3199 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 9/2019Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung schwenkbarRadio: Tuner/RadioPannenhilfe: PannenkitAusstattungABS, Berganfahrassistent, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Gepäckraumabtrennung, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Multifunktionslenkrad, Navigationssystem, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Traktionskontrolle, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94501 AidenabchDeutschlandWeitere Informationen bei",94501Bayern-Aidenbach
271,1151027503,Limousine,14.80 €,114.8,2011,UnbeschädigtesFahrzeug,Weilb,"                    Sonderausstattung:Audio-Navigationssystem Audio 50 APS, Fondsicherheits-Paket, Fußmatten Velours, Kindersitzerkennung im Beifahrersitz (automatisch), Komfort-Fahrwerk tiefergelegt (Agility Control), Kraftstofftank: vergrößert, Licht-Paket, Media Interface (Universal-Schnittstelle für iPod / AUX / USB / MP3), Metallic-Lackierung, Parkführung, Rücksitze klappbar 1/3-2/3 mit Durchladeeinrichtung und Lastenverankerung, Scheibenwaschanlage beheizt, Schiebe-/Hebedach elektrisch (Glas), Sitzheizung vornWeitere Ausstattung:Adaptives Bremslicht, Airbag Fahrer-/Beifahrerseite, Aktive Motorhaube, Antriebs-Schlupfregelung (ASR), Außenspiegel elektr. verstell- und heizbar, beide, Außenspiegel Wagenfarbe, Außentemperaturanzeige, Ausstattung BlueEfficiency, Beckenairbag vorn (Pelvisbag), Blinkleuchte in Außenspiegel integriert, Bremsassistent, Design- und Ausstattungslinie Elegance, Drehzahlmesser, Einschaltautomatik für Fahrlicht, Einstiegschienen (Edelstahl), Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor), Fahrassistenz-System: Berganfahrhilfe, Fensterheber elektrisch vorn + hinten, Heckleuchten LED, Isofix-Aufnahmen für Kindersitz an Rücksitz, Karosserie: 4-türig, Klimaautomatik (Thermatic), Knieairbag Fahrerseite, Kopf-Airbag-System (Windowbag), Kopfstützen vorn NECK-PRO, Lenksäule (Lenkrad) mechan. verstellbar, Motor 1,8 Ltr. - 135 kW, PRE-SAFE-System, Reifendruckwarner, Reiserechner, Schadstoffarm nach Abgasnorm Euro 5, Seitenairbag (Sidebag) vorn, Sitze vorn elektr. verstellbar, Start/Stop-Anlage, Stau-/Ablagefach unter Laderaumboden, Tempomat mit Bremseingriff (Speedtronic), Wärmeschutzverglasunggepflegtes  Auto alle Service  nachweislich alle bei DB Service bei 20515km in 6.12, bei 32624km in 6.13, bei 47793km in 6.14, bei 61284km in 6.15bei 74956km in 6.16,bei 103457km 7.18,aussergeöhnlich gepfl  FZ  keine Dellen keine KratzerNeupreis  Re  vorh. 54900,-Besichtigung  Probefahrt  bitte  stets  tel . Termin vereinbaren  !Anrufe werden auch SO u Feiertags angenommenLimousineGebrauchtfahrzeugUnfallfreiHubraum: 1796 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: 1HU: NeuFarbe: Schwarz MetallicFarbe (Hersteller): OBSIDIANSCHWARZ - METALLICLACKInnenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioKurvenlicht (Art): KurvenlichtAusstattungABS, Armlehne, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Isofix, Lederlenkrad, Leichtmetallfelgen, Navigationssystem, Nebelscheinwerfer, Regensensor, Scheckheftgepflegt, Schiebedach, Servolenkung, Sitzheizung, Start/Stopp-Automatik, ZentralverriegelungWeitere Informationen bei","Weilbergstr.14,84307Bayern-Eggenfelden"
